Now,Wed Sep 17 2025 21:41:20 GMT+0800 (Philippine Standard Time),Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
195,hampilali,your_future22o,https://www.tiktok.com/@your_future22o,"@†:🇵🇭SPREAD THIS‼️! WE ARE STARTING PEOPLE POWER 3 AT SEPTEMBER 13. WE DO NOT WANT CORRUPTION ANYMORE. WE FINALLY OPENED OUR EYES. FELLOW FILIPINOS, PLEASE GATHER AT EDSA, QUEZON CITY ON SEPTEMBER 13. LETS SHOW WHAT WE DESERVE. PLEASE SPREAD THIS AWARENESS AND SO THAT MANY PEOPLE CAN ATTEND AND BE INFORMED WITH THIS!!! BRING SIGNS AND POSTERS ABOUT THE ONGOING CORRUPTION. PEOPLE POWER BRINGS MORE CONTRIBUTIONS THAN U THINK IT DOES! TOGETHER, WE GATHER‼️‼️‼️",6-9-2025,2,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7a12ba66f459b7a896d50e3af05fd00e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b2437b26&x-expires=1758200400&x-signature=%2FyQj2%2Bkmmc4d7bP4xDGVxGmXc3E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
196,Da Na,dianne.santos70,https://www.tiktok.com/@dianne.santos70,"Dito sa mt province,Bauko din maraming natumbang flood control,nabigay pa yung budget pero dpa tapos yung kalsada pero nung pumotok ung issue ng flood control minadali nilang tinapos..",1d ago,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b5eef4fc5188dd3350aaf5b86ba93a7f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=27721dc8&x-expires=1758200400&x-signature=yRFNO0WtQ5kNmRT5G%2BprzpUcLfM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
197,MRMA,mardales7,https://www.tiktok.com/@mardales7,matagal ng may gumagawa ng ganyan sa ibat ibang lugar ngayon lang talaga nagkaka lagutan dami ng nag palitan ng posisyon ngayon lang talaga 🥴,8-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/eb2d6e49474c118ff90151419ed84557~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=22f34c47&x-expires=1758200400&x-signature=3PnqtJWrE5ht4Vn4IzIoIeR%2F9KM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
198,Elfy 🍀🍄,effiliate1,https://www.tiktok.com/@effiliate1,"praying for Sec. Vince Dizon’s good health, strength, and wisdom to pursue these evil, corrupt politicians and contractors 🙏",4d ago,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/1d29a94f7d409c95a2f361328c60d491~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c0464262&x-expires=1758200400&x-signature=uyrwDHtwxrNvpnvYzTMxrdHxsd8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
199,🧸,lilaaecc,https://www.tiktok.com/@lilaaecc,nadamay pa nga,5-9-2025,8,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/bf438138e3f107e9d8361a33b4dd857f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0eb45a7c&x-expires=1758200400&x-signature=2LpVlu6ZP9j2kJYkvZmeIiShxXc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
200,🥑,avoc4dolover,https://www.tiktok.com/@avoc4dolover,the politician🐊,4-9-2025,167,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4a510d5287bea5f8311b0b7765facf69~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6dabef21&x-expires=1758200400&x-signature=1gIJcpshMOu4%2BLeR%2FqBeVMJZGzU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
201,Geo Mini Aviary,geo.mini.aviary,https://www.tiktok.com/@geo.mini.aviary,"Ang mahirap kasi sa DPWH wala silang inspection na ginagawa, kapag nag declare na tapos na ay hanggang doon nalang talaga, wala ng visitation.. Paano pa magtitiwala ang taong bayan sa gobyerno ngayon?",5-9-2025,7,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/74fa26e2278e9f752e67ca763d4c7f55~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=821b1905&x-expires=1758200400&x-signature=V0L%2Fk97cyy0s6RuoKZ%2BDLE3KGUg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
202,zach,zachiinue,https://www.tiktok.com/@zachiinue,sana mag inspect din sila sa flood control project sa guiguinto esp sa mga bayan na binabaha roon,5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/343493577b4db6bfd18bb0e6fc598bf0~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=3696c275&x-expires=1758200400&x-signature=fVPmuD9CNelKUAPqMPdVv8djZ%2FA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
203,わしキい,gahan_san,https://www.tiktok.com/@gahan_san,mas mabuti po ang hayop sa tao💀,5-9-2025,2,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/3cd71965ad174f5eb0bd69cf5148db3c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c3f47e2a&x-expires=1758200400&x-signature=CIX2bduKyZaTwUvYGnPStn%2Fhw9I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
204,RobertS21,roberts2159,https://www.tiktok.com/@roberts2159,db tapos na Yan Kasama Yan sa nireport na natapos na 5500 na flood control,5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/1cdbab1bfbe18c6e165550cc3f85501e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2c5977d4&x-expires=1758200400&x-signature=Lpzh0stjCauFI%2BEh5xpl%2BBayL1s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
205,Mayeth Lugan Logong,mayethmay04,https://www.tiktok.com/@mayethmay04,dapat lang ang tama ay tama ang mali ay mali🥰🥰,9-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7335141949172613121~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=74a7c3bd&x-expires=1758200400&x-signature=hTFoEKYZ%2F3jA%2FreULKWioYWjDck%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
206,Account not found,jstclnt,https://www.tiktok.com/@jstclnt,PA BACKGROUND CHECK NAMAN SA BACOLOD CITY. BINABAHA NA KAMI DITO ILANG YEARS NA WALA PA RIN ACTION MAY FLOOD CONTROL PROJECT NAMAN,8-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/61f5d4a114112954236cf51fb18b587c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=cf50b0f8&x-expires=1758200400&x-signature=%2BmUrWQw6k23tId9vEsFbVnAGGWY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
207,user63600179207551,user63600179207551,https://www.tiktok.com/@user63600179207551,dumating na Ang katapat ng mga flood control project cindicate sa buong bansa,5-9-2025,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d0c2fa36&x-expires=1758200400&x-signature=8yf7QyhXYr0MvwqFbRoo3l2bPgA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
208,onajurejhay,onajurejhay,https://www.tiktok.com/@onajurejhay,pabaya ang dpwh o may sabwatan talaga ano sa tingin nyo👈,8-9-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7272967837307731974~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6d742dbd&x-expires=1758200400&x-signature=F0wZ4X6SHcmMl65z64tk6imbe1c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
209,Judel Cagas,judel.cagas,https://www.tiktok.com/@judel.cagas,makokolung daw haha totoo kaya 😂,5-9-2025,2,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0fd78ce3e7d21f79e1e7eaba8dfff8a6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=bcc32bfc&x-expires=1758200400&x-signature=gcL4rdj9hTqBMJt%2B3yaggEL0ESQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
210,melodybaby,littlemelody42,https://www.tiktok.com/@littlemelody42,"kaya sa bulacan lalo na dun samin sa san miguel, konting ulan lang baha na agad abot tuhod na agad yung tubig",5-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/aaed220305eb1547b4bb0d76e510ac3c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2f92867b&x-expires=1758200400&x-signature=6AGS5xqnyGR19VYTsTrzOepfRo8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
211,ATE VHIE,starvhie,https://www.tiktok.com/@starvhie,binabayaran agad ng walang inspection? if ok ba yung project?,5-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/be298107e10305fe64a3e28259545e7c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=92aa366b&x-expires=1758200400&x-signature=mbjiVggtfCl0hSlJXz7zu17KBNY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
212,Barubarubiii,barubarubiii,https://www.tiktok.com/@barubarubiii,i have a question,5-9-2025,11,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/3dee426755ac7815339687149cf1b6c4~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f083cf2e&x-expires=1758200400&x-signature=5bWa6ephN4EUju3IAEXd2JNv%2BZg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
213,yuskeehTV,yuskeehtv,https://www.tiktok.com/@yuskeehtv,may makukulong daw di naga ma ressolva,5-9-2025,1,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/25748ea9735a979f06b57961d646d10e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=65ca91b7&x-expires=1758200400&x-signature=oNprEF9dtlPXLTQx%2BOZFy6rwCno%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
214,Seven Clock's,ventiktok.com5,https://www.tiktok.com/@ventiktok.com5,SAAN BAHAY NI Romualdez??,5-9-2025,3,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7323492322719563777~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=deca1b88&x-expires=1758200400&x-signature=X25%2B6LmCJAD%2FRq07lXYVVgKU7wg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
215,🌹🌹🌹,smile.ph,https://www.tiktok.com/@smile.ph,that is ghost flood control,5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/51fa286e7dbaf4377e558a837c61c0ee~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5b910f94&x-expires=1758200400&x-signature=%2FgVd2CsIuWgMTV2IoO8g4e0upsk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
216,Regis Garcia,sigergarcia21,https://www.tiktok.com/@sigergarcia21,sobra lala ng pilipinas sa corruption,5-9-2025,3,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7327993954237874177~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=7b4f92f3&x-expires=1758200400&x-signature=%2Fngr7AYK6CPi80KQeB8THxsLkFY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
217,Jaspiiiiii,jaspiiiiii,https://www.tiktok.com/@jaspiiiiii,inuuna kasi ni henry dialysis center niya,5-9-2025,2,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7322901937723015169~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e45e38ca&x-expires=1758200400&x-signature=s4EZ2OaMHCskESRI6cWi2cQ1oFc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
218,1997x,l1997x,https://www.tiktok.com/@l1997x,SA PANAHON NGAYON DI NA KAKUMPARANKUMPARA SILA SA HAYOP DAHIL ANG HAYOP SA TOTOO LANG AY MAS MAY PUSO PA KESA SA TAO,5-9-2025,5,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/1042954cc7ab42f2af44b3283dce87c3~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2d186cec&x-expires=1758200400&x-signature=IB629zIg8AlkmugMVJNIXydCtV0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
219,ans,anslaborte,https://www.tiktok.com/@anslaborte,eme eme✨,4-9-2025,54,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c320d5f612a43bb8b22f39dec1be2aa7~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2982da01&x-expires=1758200400&x-signature=YoUl1WVhXiTC6uLNk4Q6uxcKh10%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
220,tamsoy 888,tamsoy.888,https://www.tiktok.com/@tamsoy.888,honesty is just a lonely word,5-9-2025,4,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/24c5b03454498ec0298d5d06b3a373f5~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=85cd48dd&x-expires=1758200400&x-signature=YhMji8EqELao6EjVWUHHMOVvo1o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
221,Matchaela🍵,minyoola3,https://www.tiktok.com/@minyoola3,AYAN. ANG LALA. PILIPINAS GISING!!!,4-9-2025,37,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ab602a0b15c0888a806ccecc2ac681a7~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d407466f&x-expires=1758200400&x-signature=LomIt%2FLTxPGE3QwpXiHnEVDNnFE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
222,AKII,akihiro1010,https://www.tiktok.com/@akihiro1010,yan yan para makalimot mga pilipino tas g na ulet 🤣🤣🤣🤣,5-9-2025,3,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6940ed749d7e0082499761015bee031d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=17e9dc31&x-expires=1758200400&x-signature=G5C3IDEDIMRyyGXx%2BpRYT6CYWUg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
223,DjMàcoy,djmacoy1978,https://www.tiktok.com/@djmacoy1978,"Pero hanggang ngayon, kahit isa Walang Nakukulong....Kaya Totoo ang sinabi ni Lee Kwan Yu ng Singapore tungkol sa Pilipinas at mga namumuno sa Pilipinas ganun nrin ang mga mamamayan...",5-9-2025,2,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f0049aa3ebefe554efd310da0f6c8745~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e076aab5&x-expires=1758200400&x-signature=TzeNQT0QKjzkJQgAmoSL224gQNk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
224,joshdddd,dotdotdottttt18,https://www.tiktok.com/@dotdotdottttt18,best actors ah hahaha,5-9-2025,2,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/007f2d6ec6afea473132b8d502ddf7b0~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9b2eb8e8&x-expires=1758200400&x-signature=2IbH7qKYh5Lbk8SKAs%2FoL6MgLeY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
225,gina,gina03776,https://www.tiktok.com/@gina03776,Salamat sir mabuhay ka salamat sa malasakit sa mga tao.,5-9-2025,4,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/54e6cbf21a7dca429521146b06d7260e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8ccf8f16&x-expires=1758200400&x-signature=6vvmC6ReKB4Dzey54QbigGh0vR8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
226,BRIGS,brigs_1112,https://www.tiktok.com/@brigs_1112,salute to u sir Vince Dizon!!!👍👍👍,5-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/3ba246b1eafc1949365a2424c9f6dc85~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b739aeaa&x-expires=1758200400&x-signature=i%2B%2BlxSi4imD408JSVOSwidi7%2Bgk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
227,Marj Remolacio🧿☘️,marjlife,https://www.tiktok.com/@marjlife,bkit kasi ngayun lng naginspect???,5-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/55f6dd9b9472583f1068b0aed5346713~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=40b27991&x-expires=1758200400&x-signature=3BvJMXdJjzvGXBJQRACwLnFzIH0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
228,Rija,jiya67828,https://www.tiktok.com/@jiya67828,"It's funny how politicians around the world forget the power of the people. Together, we are stronger than they are.
🇵🇭SPREAD THIS‼️! WE ARE STARTING PEOPLE POWER 3 AT SEPTEMBER 13. WE DO NOT WANT CORRUPTION ANYMORE. WE FINALLY OPENED OUR EYES. FELLOW FILIPINOS, PLEASE GATHER AT EDSA, QUEZON CITY ON SEPTEMBER 13. LETS SHOW WHAT WE DESERVE. PLEASE SPREAD THIS AWARENESS AND SO THAT MANY PEOPLE CAN ATTEND AND BE INFORMED WITH THIS!!! BRING SIGNS AND POSTERS ABOUT THE ONGOING CORRUPTION. PEOPLE POWER BRINGS MORE CONTRIBUTIONS THAN U THINK IT DOES! TOGETHER, WE GATHER‼️‼️‼️",6-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5e0a27d4333effa777843de6eaef25fd~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a32b18e0&x-expires=1758200400&x-signature=I1pqJvnHMqcVqbZRTYH9rVhL7jo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
229,Tobby,tobby2870,https://www.tiktok.com/@tobby2870,"ang nakakapagtaka, may ilang lalawigan na hindi man lang alam ng mayors ang FC projects. Been working as a project officer for almost a decade sa other agency and ang pinaka 1st step namin before even proposing for a project ay kausapin ang mayor and ipaliwanag how will it benefit the community. so why aren't they aware? 🤷🏻‍♀️so confusing. dahil kahit konting sentimong project, di yan maimplement kong di aware ang municipality.",7-9-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9b08c30b585937989e216a111891602a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ef4b319b&x-expires=1758200400&x-signature=KU%2BzLvGB9sdbrnpWEN5cs%2BxzErM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
230,Geluyzxe Army.,nash07297,https://www.tiktok.com/@nash07297,😂,7-9-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a72d6dc794792e237a6593248d1df16b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6a8e546e&x-expires=1758200400&x-signature=5%2FK7XMbAGpaNfTBvUSyGMP8ibs0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
231,mama mo blue,xoxojin,https://www.tiktok.com/@xoxojin,"daming says, pero walang actions 🤷",7-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c83f2b3180bbba54cac96fd343f62608~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8e9e74a2&x-expires=1758200400&x-signature=XlqH9NyDwAuZpftt6bXxwPZxuro%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
232,she0510,she05103,https://www.tiktok.com/@she05103,"Kung wla isyu,di ata sila nag check? bkit dmi nklusot n gosh project?",8-9-2025,0,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-euttp/7317386479168716832~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=bb15a861&x-expires=1758200400&x-signature=PWjEDXwbSxoq4FVQEWRAezrJvi0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
233,l!ntel💫,prtzz_lntel,https://www.tiktok.com/@prtzz_lntel,bat di ni inspect before the actual payment? this is so telling,7-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/bf480a639c26ef3b65f690308520f100~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=834dc17a&x-expires=1758200400&x-signature=p5jw3XsOsJv425u2HvGNWs40WRo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
234,alexandralouiaban,alexandraaban135,https://www.tiktok.com/@alexandraaban135,Nakakahiya na sa Pilipinas :(,6-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b50e2f7a948b8e01fc439098354a5014~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=835cf9c0&x-expires=1758200400&x-signature=EFtlZz70NxClc5zrFZMQHz6sXvY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
235,jopracilop,jfaspol,https://www.tiktok.com/@jfaspol,May paiyak pa nga sya,6-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/be5ec25c4b76d52ad9d849983253a947~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2f38b45f&x-expires=1758200400&x-signature=NPxriFuctyMBkCGg2A%2BDakhYKhY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
236,Dan,da_041994,https://www.tiktok.com/@da_041994,Si foreman pa naipit🤦🏿🤦🏿,6-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/de7e10ba29f3c45ccbf1958580ee9bfd~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=08b7efb0&x-expires=1758200400&x-signature=c%2FIpU%2BoOdnvpQo8EHB1Ou%2Bc9sYE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
237,Rowena Cuady,rowenacuady,https://www.tiktok.com/@rowenacuady,salute po sa inyo secretary dizon,7-9-2025,0,https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7330996310599794690~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=17710c7b&x-expires=1758200400&x-signature=bUloddUgMlFD16gMN2d%2B6G8MUsA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
238,MERLATZ SHOP,merlatz.shop,https://www.tiktok.com/@merlatz.shop,"tanong lang po, yung po bang mananagal tao po ba or hayop",5-9-2025,1,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6adf1255b081ec6aeb03c8f49ae9a9be~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4c8f663d&x-expires=1758200400&x-signature=6MUSo2dVcmqV3FEdDDQeXf%2B71%2BU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
239,_heart♡,_heartttttttttt,https://www.tiktok.com/@_heartttttttttt,"unahin nyo imbestigahan mga senador jusko. Chiz, Villar, Villanueva, Bong Go!!",6-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e7174bb47ca100f1c4591c825dc1616a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=86b3bcf3&x-expires=1758200400&x-signature=RH8D3WiZow4bmaXSAi2jI5nOmGs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
240,Nica🍀,vatican447,https://www.tiktok.com/@vatican447,nakakaiyak naman,8-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/cb9d0206cc0cf476be86fa96a3f84e95~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=46a7494b&x-expires=1758200400&x-signature=qN2UuxsiSG8XEXtkm9Lv6Ma0akA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
241,tinebokjoo,drtinebokjoo,https://www.tiktok.com/@drtinebokjoo,investigate zaldy co and romualdez and ibang congressmans and lahat2x na invovle!,5-9-2025,6,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/eaa95e851d323348c87b5719b052d5b4~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=de66568c&x-expires=1758200400&x-signature=ZR2yBX6HJQA2tPtbhcRgTR%2FvzTw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
242,Steam,steamstorepromo,https://www.tiktok.com/@steamstorepromo,Meron din sa cebu sa paknaan mandaue hahahaha,5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c0c070fdd3e863fcee2b1b59603e82c5~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ed7faac9&x-expires=1758200400&x-signature=A0v7PtSF5X3wrqWMDSjQYIZxaqI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
243,Ken,ken43581,https://www.tiktok.com/@ken43581,PPE pa lang ng mga subcon hindi na compliant. What more sa ibang aspect 🤦🏻‍♂️,5-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5242e9ab2796ba398c818c57a37f7ef1~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=95dbcb97&x-expires=1758200400&x-signature=D0a9%2FvdCT8z1Zc0B71nEs7tHJTk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
244,corndoll,secret10135,https://www.tiktok.com/@secret10135,ano na bat ngayon mo lang alam?🤣,6-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/df833775db49a03e2632815fd12b6b71~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=fd5c032e&x-expires=1758200400&x-signature=%2BbzoUqNLrWJXuZQfBEVEuGoxZDI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
